#OTU ID	Control_1	Control_2	Control_3	NEFO_1	NEFO_2	NEFO_3	NEFO_RS_1	NEFO_RS_2	NEFO_RS_3	NEO_1	NEO_2	NEO_3
OTU363	164.0	41.0	450.0	55.0	198.0	49.0	140.0	195.0	122.0	62.0	30.0	6.0
OTU364	8.0	23.0	7.0	11.0	1.0	24.0	5.0	10.0	4.0	11.0	5.0	52.0
OTU365	0.0	0.0	0.0	4.0	6.0	6.0	5.0	0.0	5.0	0.0	0.0	6.0
OTU366	1.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	5.0
OTU367	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	14.0
OTU368	0.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	9.0
OTU369	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
OTU37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU370	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU371	0.0	0.0	3.0	1.0	7.0	10.0	2.0	4.0	0.0	1.0	0.0	8.0
OTU372	2.0	3.0	2.0	0.0	0.0	0.0	8.0	0.0	1.0	4.0	0.0	30.0
OTU373	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0
OTU374	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU375	0.0	3.0	4.0	1.0	2.0	2.0	4.0	0.0	2.0	1.0	0.0	7.0
OTU376	0.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	2.0	1.0	0.0	33.0
OTU377	2.0	7.0	0.0	3.0	1.0	1.0	0.0	2.0	0.0	3.0	0.0	2.0
OTU378	0.0	12.0	6.0	7.0	2.0	2.0	4.0	4.0	2.0	5.0	1.0	0.0
OTU379	34.0	1.0	33.0	0.0	4.0	13.0	8.0	38.0	10.0	8.0	2.0	42.0
OTU38	22.0	8.0	15.0	11.0	7.0	4.0	2.0	7.0	19.0	18.0	9.0	15.0
OTU380	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU381	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	3.0
OTU382	7.0	1.0	13.0	1.0	0.0	0.0	6.0	1.0	2.0	0.0	1.0	9.0
OTU383	0.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU384	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0
OTU385	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
OTU386	23.0	6.0	396.0	853.0	261.0	9.0	98.0	12.0	11.0	14.0	0.0	58.0
OTU387	4.0	8.0	11.0	28.0	62.0	7.0	49.0	0.0	28.0	110.0	1.0	0.0
OTU388	30.0	98.0	32.0	9.0	3.0	28.0	21.0	33.0	9.0	14.0	2.0	20.0
OTU389	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU39	1.0	4.0	1.0	2.0	1.0	4.0	1.0	2.0	0.0	4.0	0.0	5.0
OTU390	5.0	2.0	5.0	5.0	0.0	1.0	2.0	5.0	0.0	4.0	0.0	2.0
OTU391	0.0	0.0	4.0	0.0	2.0	1.0	2.0	0.0	1.0	1.0	0.0	3.0
OTU392	77.0	0.0	36.0	0.0	49.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0
OTU393	11.0	3.0	9.0	3.0	1.0	2.0	9.0	10.0	0.0	5.0	0.0	2.0
OTU394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU395	1.0	3.0	0.0	0.0	0.0	9.0	0.0	5.0	2.0	3.0	0.0	0.0
OTU396	0.0	0.0	0.0	0.0	0.0	0.0	149.0	7.0	2.0	0.0	0.0	0.0
OTU397	0.0	1.0	0.0	3.0	1.0	35.0	3322.0	1021.0	54.0	1.0	0.0	5.0
OTU398	29.0	8.0	6.0	10.0	13.0	11.0	4.0	16.0	22.0	20.0	20.0	19.0
OTU399	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0
OTU4	5.0	7.0	1.0	6.0	2.0	25.0	0.0	4.0	4.0	24.0	11.0	42.0
OTU40	2.0	23.0	2.0	7.0	2.0	17.0	7.0	3.0	5.0	8.0	2.0	3.0
OTU400	5.0	0.0	10.0	4.0	2.0	5.0	1.0	7.0	4.0	2.0	0.0	2.0
OTU401	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU402	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
OTU403	1.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0
OTU404	3.0	0.0	5.0	1.0	2.0	6.0	1.0	2.0	2.0	1.0	0.0	8.0
OTU405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	8.0
OTU406	0.0	0.0	15.0	2.0	0.0	42.0	1.0	0.0	0.0	9.0	0.0	103.0
OTU407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
OTU408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
OTU409	0.0	0.0	2.0	17.0	3.0	23.0	70.0	0.0	1.0	0.0	0.0	278.0
OTU41	19.0	25.0	10.0	9.0	4.0	5.0	16.0	29.0	8.0	2.0	11.0	6.0
OTU410	18.0	49.0	9.0	3.0	0.0	12.0	9.0	9.0	8.0	1.0	2.0	42.0
OTU411	3.0	1.0	6.0	2.0	3.0	1.0	2.0	0.0	4.0	2.0	7.0	0.0
OTU412	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU413	0.0	1.0	4.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU414	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
OTU415	0.0	0.0	0.0	56.0	1.0	1.0	0.0	0.0	0.0	13.0	0.0	0.0
OTU416	64.0	17.0	12.0	11.0	44.0	11.0	22.0	8.0	22.0	5.0	10.0	32.0
OTU417	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU418	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
OTU419	4.0	0.0	0.0	1.0	3.0	3.0	0.0	1.0	2.0	0.0	0.0	45.0
OTU42	0.0	1.0	3.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	29.0
OTU420	0.0	10.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0
OTU421	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
OTU422	0.0	0.0	3.0	3.0	1.0	1.0	5.0	0.0	1.0	1.0	0.0	0.0
OTU423	3.0	1.0	1.0	2.0	0.0	1.0	10.0	0.0	2.0	0.0	0.0	2.0
OTU424	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU425	1.0	0.0	0.0	1.0	3.0	4.0	0.0	1.0	0.0	6.0	0.0	2.0
OTU426	0.0	0.0	28.0	28.0	7.0	22.0	24.0	29.0	9.0	11.0	1.0	7.0
OTU427	1156.0	330.0	486.0	494.0	826.0	356.0	59.0	378.0	195.0	699.0	395.0	136.0
OTU428	0.0	0.0	3.0	2.0	1.0	7.0	1.0	6.0	4.0	2.0	0.0	13.0
OTU429	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
OTU43	0.0	0.0	2.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	1.0
OTU430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0
OTU431	7.0	8.0	0.0	6.0	4.0	13.0	6.0	2.0	0.0	1.0	0.0	81.0
OTU432	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	3.0
OTU433	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU434	1.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0
OTU435	2.0	0.0	2.0	0.0	1.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0
OTU436	1.0	2.0	4.0	0.0	0.0	1.0	5.0	1.0	1.0	0.0	0.0	11.0
OTU437	2.0	2.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0
OTU438	71.0	107.0	40.0	37.0	23.0	138.0	54.0	167.0	87.0	206.0	87.0	251.0
OTU439	44.0	3.0	6.0	14.0	22.0	6.0	6.0	1.0	8.0	3.0	1.0	0.0
OTU44	16.0	30.0	6.0	4.0	1.0	12.0	22.0	11.0	2.0	62.0	2.0	53.0
OTU440	1.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0
OTU441	5.0	0.0	3.0	1.0	4.0	1.0	0.0	3.0	1.0	2.0	0.0	12.0
OTU442	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU443	17.0	104.0	1.0	11.0	10.0	156.0	412.0	67.0	96.0	75.0	34.0	69.0
OTU444	0.0	4.0	0.0	0.0	0.0	0.0	4.0	2.0	1.0	1.0	0.0	0.0
OTU445	1.0	3.0	0.0	2.0	0.0	2.0	5.0	2.0	0.0	0.0	2.0	2.0
OTU446	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	5.0	0.0	0.0	0.0
OTU447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
OTU448	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	2.0
OTU449	22.0	57.0	10.0	2.0	9.0	1.0	25.0	25.0	50.0	0.0	6.0	80.0
OTU45	6.0	1.0	4.0	1.0	2.0	0.0	2.0	2.0	1.0	5.0	0.0	0.0
OTU450	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	0.0
OTU451	3.0	0.0	9.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0
OTU452	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0
OTU453	0.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU454	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
OTU455	0.0	0.0	71.0	8.0	0.0	106.0	2.0	0.0	1.0	0.0	0.0	83.0
OTU456	19.0	1.0	0.0	4.0	0.0	1.0	18.0	0.0	0.0	11.0	2.0	65.0
OTU457	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
OTU458	3.0	6.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU459	0.0	0.0	4.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU46	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU460	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU461	1.0	18.0	0.0	1.0	5.0	0.0	9.0	3.0	7.0	4.0	0.0	0.0
OTU462	0.0	0.0	1.0	7.0	0.0	0.0	474.0	35.0	0.0	0.0	0.0	296.0
OTU463	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU464	13.0	14.0	4.0	3.0	4.0	2.0	3.0	2.0	0.0	3.0	0.0	0.0
OTU465	0.0	1.0	0.0	4.0	4.0	0.0	10.0	1.0	0.0	1.0	1.0	2.0
OTU466	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU467	1.0	1.0	15.0	3.0	1.0	5.0	6.0	0.0	3.0	0.0	0.0	0.0
OTU468	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
OTU469	173.0	123.0	93.0	74.0	47.0	38.0	170.0	187.0	204.0	75.0	130.0	254.0
OTU47	0.0	6.0	1.0	3.0	2.0	3.0	15.0	3.0	1.0	2.0	0.0	9.0
OTU470	0.0	2.0	0.0	2.0	2.0	2.0	1.0	2.0	19.0	3.0	4.0	51.0
OTU471	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0
OTU472	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0
OTU473	0.0	123.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU474	0.0	1.0	2.0	7.0	2.0	5.0	7.0	5.0	2.0	0.0	0.0	58.0
OTU475	14.0	1.0	0.0	1.0	13.0	0.0	9.0	1.0	4.0	0.0	0.0	8.0
OTU476	0.0	2.0	2.0	2.0	1.0	2.0	3.0	1.0	0.0	0.0	0.0	1.0
OTU477	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU478	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU479	14.0	5.0	4.0	1.0	0.0	0.0	5.0	15.0	3.0	0.0	0.0	5.0
OTU48	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU480	0.0	0.0	0.0	30.0	7.0	0.0	65.0	0.0	6.0	0.0	1.0	0.0
OTU481	19.0	6.0	4.0	7.0	3.0	5.0	4.0	27.0	12.0	7.0	2.0	2.0
OTU482	0.0	0.0	0.0	6.0	2.0	1.0	1.0	0.0	6.0	2.0	0.0	0.0
OTU483	13.0	1.0	5.0	2.0	5.0	0.0	1.0	6.0	1.0	0.0	1.0	0.0
OTU484	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
OTU485	1.0	0.0	6.0	1.0	2.0	2.0	46.0	2.0	1.0	0.0	0.0	0.0
OTU486	0.0	0.0	20.0	2.0	0.0	30.0	1.0	0.0	0.0	0.0	0.0	33.0
OTU487	0.0	9.0	5.0	14.0	0.0	4.0	5.0	19.0	6.0	3.0	3.0	1.0
OTU488	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0
OTU489	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU49	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
OTU490	2.0	2.0	2.0	2.0	1.0	2.0	7.0	4.0	0.0	0.0	0.0	10.0
OTU491	90.0	458.0	8.0	141.0	62.0	324.0	467.0	554.0	469.0	417.0	59.0	271.0
OTU492	0.0	0.0	15.0	0.0	1.0	0.0	20.0	0.0	1.0	0.0	0.0	0.0
OTU493	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
OTU494	1.0	0.0	9.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	5.0
OTU495	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
OTU496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
OTU497	0.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	6.0
OTU498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	257.0
OTU499	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
OTU50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	1.0
OTU500	1.0	0.0	40.0	0.0	12.0	3.0	2.0	0.0	2.0	0.0	0.0	2.0
OTU501	1.0	0.0	0.0	3.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	3.0
OTU502	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	38.0
OTU503	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU504	0.0	5.0	0.0	3.0	1.0	14.0	3.0	7.0	2.0	2.0	0.0	7.0
OTU505	2.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
OTU506	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
OTU507	2.0	5.0	26.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU508	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0
OTU509	0.0	0.0	20.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	10.0
OTU51	10.0	0.0	1.0	2.0	0.0	2.0	9.0	3.0	1.0	1.0	1.0	3.0
OTU510	0.0	0.0	3.0	2.0	4.0	0.0	2.0	0.0	0.0	0.0	6.0	7.0
OTU511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
OTU512	1.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0
OTU513	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
OTU514	0.0	1.0	10.0	0.0	2.0	1.0	4.0	1.0	2.0	17.0	0.0	8.0
OTU515	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU516	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	1.0	0.0	0.0
OTU517	0.0	19.0	2.0	0.0	1.0	2.0	0.0	2.0	4.0	1.0	0.0	0.0
OTU518	2.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	20.0
OTU519	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU52	7.0	6.0	3.0	5.0	2.0	12.0	4.0	12.0	3.0	7.0	1.0	50.0
OTU520	0.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU521	2.0	0.0	3.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
OTU522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
OTU523	1.0	8.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	8.0
OTU524	37.0	10.0	19.0	27.0	9.0	4.0	17.0	3.0	10.0	2.0	6.0	1.0
OTU525	1.0	6.0	2.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	2.0	10.0
OTU526	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0
OTU527	3.0	6.0	6.0	5.0	1.0	0.0	8.0	5.0	0.0	8.0	0.0	6.0
OTU528	1.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0
OTU529	126.0	11.0	109.0	34.0	26.0	40.0	4.0	74.0	93.0	134.0	27.0	13.0
OTU53	30.0	0.0	60.0	0.0	3.0	3.0	5.0	0.0	72.0	2.0	0.0	0.0
OTU530	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU531	22.0	3.0	14.0	9.0	7.0	3.0	3.0	6.0	2.0	5.0	6.0	7.0
OTU532	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU533	2.0	2.0	3.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
OTU534	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	33.0	0.0	0.0	30.0
OTU535	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU536	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
OTU537	1.0	1.0	6.0	0.0	3.0	6.0	5.0	0.0	3.0	2.0	0.0	21.0
OTU538	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
OTU539	0.0	0.0	0.0	5.0	1.0	0.0	2.0	0.0	2.0	1.0	0.0	14.0
OTU54	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU540	1.0	9.0	9.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU541	0.0	0.0	66.0	0.0	3.0	0.0	1.0	2.0	1.0	5.0	0.0	68.0
OTU542	5.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0
OTU543	0.0	0.0	11.0	2.0	0.0	4.0	9.0	0.0	0.0	0.0	0.0	11.0
OTU544	9.0	1.0	13.0	2.0	4.0	1.0	10.0	21.0	5.0	24.0	4.0	11.0
OTU545	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
OTU546	4.0	50.0	8.0	30.0	7.0	108.0	18.0	105.0	19.0	17.0	5.0	115.0
OTU547	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
OTU548	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	0.0	1.0
OTU549	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
OTU55	2.0	2.0	7.0	5.0	4.0	5.0	3.0	41.0	0.0	3.0	1.0	0.0
OTU550	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0
OTU551	0.0	0.0	0.0	0.0	1.0	8.0	48.0	0.0	0.0	0.0	0.0	31.0
OTU552	33.0	5.0	2.0	0.0	0.0	0.0	3.0	10.0	0.0	2.0	0.0	1.0
OTU553	3.0	14.0	0.0	7.0	3.0	23.0	39.0	6.0	9.0	4.0	0.0	55.0
OTU554	7.0	18.0	5.0	8.0	4.0	46.0	0.0	3.0	33.0	46.0	12.0	17.0
OTU555	44.0	6.0	16.0	16.0	7.0	65.0	29.0	25.0	37.0	1.0	0.0	71.0
OTU556	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1879.0	0.0	0.0	0.0	0.0
OTU557	6.0	11.0	0.0	6.0	12.0	54.0	12.0	27.0	11.0	32.0	6.0	52.0
OTU558	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
OTU559	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU56	0.0	0.0	2.0	1.0	4.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
OTU560	0.0	3.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	24.0
OTU561	0.0	0.0	1.0	111.0	0.0	0.0	141.0	0.0	5.0	0.0	0.0	0.0
OTU562	8.0	18.0	2.0	1.0	0.0	2.0	13.0	32.0	20.0	0.0	1.0	7.0
OTU563	86.0	311.0	36.0	32.0	5.0	202.0	4.0	32.0	9.0	26.0	23.0	184.0
OTU564	59.0	22.0	18.0	48.0	19.0	7.0	227.0	329.0	292.0	22.0	25.0	10.0
OTU565	123.0	40.0	26.0	0.0	64.0	159.0	198.0	24.0	12.0	76.0	5.0	544.0
OTU566	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0
OTU567	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0
OTU568	47.0	26.0	90.0	15.0	18.0	8.0	17.0	14.0	14.0	37.0	13.0	6.0
OTU569	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU57	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU570	0.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	1.0	0.0	0.0	58.0
OTU571	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU572	0.0	3.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	18.0
OTU573	1.0	3.0	10.0	2.0	4.0	1.0	5.0	2.0	0.0	1.0	0.0	0.0
OTU574	0.0	0.0	3.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	1.0	5.0
OTU575	5.0	0.0	4.0	13.0	2.0	35.0	12.0	0.0	0.0	0.0	2.0	0.0
OTU576	1.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0
OTU577	46.0	83.0	1.0	52.0	18.0	119.0	56.0	262.0	214.0	95.0	14.0	131.0
OTU578	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
OTU579	14552.0	22407.0	2351.0	1999.0	2138.0	1284.0	529.0	936.0	1367.0	1019.0	936.0	577.0
OTU58	0.0	0.0	11.0	85.0	0.0	1.0	0.0	6.0	1.0	0.0	0.0	0.0
OTU580	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	44.0
OTU581	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU582	2.0	2.0	0.0	12.0	3.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
OTU583	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU584	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
OTU585	0.0	2.0	14.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU586	6.0	7.0	0.0	2.0	2.0	2.0	0.0	10.0	0.0	3.0	2.0	10.0
OTU587	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0
OTU588	1.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0
OTU589	0.0	0.0	21.0	3.0	101.0	5.0	50.0	0.0	0.0	0.0	0.0	13.0
OTU59	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU590	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
OTU591	56.0	61.0	36.0	89.0	21.0	29.0	9.0	16.0	9.0	36.0	4.0	5.0
OTU592	1.0	0.0	32.0	2.0	0.0	3.0	3.0	0.0	0.0	2.0	0.0	47.0
OTU593	4.0	2.0	0.0	1.0	1.0	1.0	0.0	5.0	8.0	2.0	0.0	4.0
OTU594	0.0	0.0	0.0	16.0	1.0	1.0	0.0	0.0	0.0	48.0	0.0	17.0
OTU595	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU596	2.0	16.0	8.0	29.0	0.0	30.0	1.0	0.0	0.0	4.0	0.0	0.0
OTU597	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU598	233.0	68.0	125.0	64.0	112.0	74.0	25.0	107.0	392.0	166.0	265.0	122.0
OTU599	2.0	0.0	6.0	0.0	2.0	0.0	1.0	0.0	0.0	3.0	0.0	3.0
