#OTU ID	Control_1	Control_2	Control_3	NEFO_1	NEFO_2	NEFO_3	NEFO_RS_1	NEFO_RS_2	NEFO_RS_3	NEO_1	NEO_2	NEO_3
OTU6	842.0	2102.0	115.0	221.0	213.0	770.0	166.0	291.0	409.0	290.0	368.0	582.0
OTU60	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU600	1.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
OTU601	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
OTU602	10.0	6.0	0.0	3.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	1.0
OTU603	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
OTU604	0.0	0.0	2.0	0.0	3.0	1.0	5.0	0.0	0.0	1.0	0.0	6.0
OTU605	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	1.0	1.0
OTU606	35.0	24.0	2.0	38.0	12.0	7.0	76.0	14.0	31.0	0.0	0.0	1.0
OTU607	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
OTU608	49.0	143.0	69.0	59.0	8.0	67.0	0.0	17.0	5.0	62.0	2.0	178.0
OTU609	0.0	1.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0
OTU61	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
OTU610	3.0	2.0	1.0	2.0	0.0	1.0	8.0	6.0	0.0	4.0	0.0	5.0
OTU611	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	1.0	0.0	0.0	0.0
OTU612	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU613	0.0	0.0	1.0	0.0	1.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0
OTU614	0.0	0.0	0.0	0.0	0.0	2.0	12.0	0.0	0.0	0.0	0.0	11.0
OTU615	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU616	5.0	0.0	4.0	0.0	1.0	1.0	0.0	0.0	3.0	5.0	1.0	3.0
OTU617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	13.0	0.0	0.0	0.0
OTU618	8.0	1.0	13.0	7.0	0.0	0.0	1.0	0.0	0.0	4.0	2.0	0.0
OTU619	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0
OTU62	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
OTU620	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
OTU621	0.0	6.0	4.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0
OTU622	0.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU623	72.0	150.0	79.0	81.0	26.0	146.0	4.0	155.0	74.0	91.0	11.0	181.0
OTU624	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU625	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
OTU626	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
OTU627	0.0	3.0	1.0	5.0	0.0	2.0	32.0	6.0	0.0	0.0	0.0	2.0
OTU628	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU629	29.0	200.0	9.0	24.0	0.0	61.0	49.0	163.0	7.0	71.0	2.0	77.0
OTU63	0.0	1.0	1.0	2.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0
OTU630	0.0	0.0	26.0	0.0	2.0	0.0	0.0	4.0	37.0	0.0	0.0	0.0
OTU631	6.0	12.0	5.0	5.0	0.0	0.0	1.0	5.0	2.0	3.0	3.0	7.0
OTU632	1.0	1.0	2.0	0.0	0.0	5.0	13.0	1.0	5.0	1.0	0.0	5.0
OTU633	0.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	5.0	0.0	0.0	1.0
OTU634	0.0	102.0	0.0	4.0	3.0	0.0	1.0	5.0	0.0	0.0	3.0	2.0
OTU635	312.0	736.0	39.0	102.0	76.0	276.0	95.0	104.0	191.0	126.0	120.0	214.0
OTU636	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU637	19.0	45.0	8.0	3.0	49.0	27.0	99.0	0.0	27.0	0.0	0.0	276.0
OTU638	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU639	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU64	41.0	24.0	2.0	0.0	6.0	22.0	2.0	2.0	2.0	0.0	1.0	4.0
OTU640	2.0	2.0	8.0	4.0	10.0	6.0	2.0	6.0	27.0	40.0	4.0	6.0
OTU641	138.0	821.0	57.0	310.0	21.0	146.0	299.0	725.0	1145.0	94.0	86.0	375.0
OTU642	0.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
OTU643	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0
OTU644	0.0	0.0	10.0	5.0	4.0	9.0	6.0	0.0	0.0	1.0	0.0	20.0
OTU645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	2.0	0.0	0.0	0.0
OTU646	3.0	19.0	3.0	3.0	3.0	52.0	30.0	40.0	3.0	10.0	7.0	63.0
OTU647	1.0	4.0	0.0	1.0	0.0	9.0	2.0	4.0	1.0	1.0	0.0	63.0
OTU648	0.0	0.0	33.0	1.0	0.0	0.0	8.0	5.0	8.0	0.0	0.0	1.0
OTU649	27.0	1.0	0.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	3.0	2.0
OTU65	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
OTU650	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	11.0	0.0	75.0
OTU651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	1.0	0.0	0.0
OTU652	0.0	0.0	0.0	0.0	59.0	240.0	0.0	0.0	0.0	71.0	41.0	0.0
OTU653	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
OTU654	0.0	0.0	1.0	0.0	28.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0
OTU655	1.0	1.0	20.0	27.0	11.0	13.0	1.0	0.0	2.0	10.0	0.0	0.0
OTU656	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU657	15.0	145.0	0.0	14.0	0.0	103.0	80.0	8.0	16.0	45.0	11.0	130.0
OTU658	1.0	0.0	5.0	2.0	1.0	1.0	0.0	2.0	4.0	2.0	0.0	4.0
OTU659	0.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	18.0
OTU66	1.0	1.0	3.0	0.0	4.0	0.0	6.0	0.0	7.0	0.0	0.0	26.0
OTU660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	9.0	0.0	0.0	0.0
OTU661	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
OTU662	0.0	0.0	4.0	4.0	0.0	3.0	0.0	10.0	10.0	3.0	1.0	11.0
OTU663	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	6.0
OTU664	27.0	7.0	8.0	5.0	7.0	3.0	5.0	22.0	4.0	2.0	0.0	6.0
OTU665	0.0	5.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	3.0
OTU666	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
OTU667	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0
OTU668	1.0	15.0	856.0	198.0	15.0	0.0	85.0	7.0	21.0	18.0	0.0	50.0
OTU669	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU67	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	1.0
OTU670	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	2.0
OTU671	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OTU672	8.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	1.0	3.0	1.0	10.0
OTU673	2.0	3.0	0.0	7.0	0.0	10.0	0.0	131.0	23.0	11.0	0.0	1.0
OTU674	0.0	0.0	0.0	0.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	0.0
OTU675	13.0	1.0	12.0	0.0	3.0	0.0	2.0	0.0	5.0	1.0	1.0	0.0
OTU676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
OTU677	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0
OTU678	19.0	34.0	0.0	3.0	6.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0
OTU679	23.0	8.0	7.0	18.0	11.0	0.0	3.0	5.0	1.0	0.0	1.0	0.0
OTU68	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0
OTU680	14.0	37.0	22.0	20.0	13.0	11.0	2.0	11.0	9.0	25.0	2.0	2.0
OTU681	6.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0
OTU682	17.0	47.0	6.0	33.0	0.0	80.0	52.0	40.0	8.0	8.0	1.0	83.0
OTU683	0.0	0.0	0.0	8.0	6.0	0.0	1.0	1.0	0.0	0.0	0.0	16.0
OTU684	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
OTU685	24.0	24.0	2.0	11.0	5.0	4.0	46.0	10.0	11.0	0.0	0.0	2.0
OTU686	0.0	0.0	1.0	2.0	4.0	2.0	2.0	0.0	3.0	1.0	0.0	11.0
OTU687	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	3.0	1.0	1.0
OTU688	3.0	0.0	0.0	0.0	0.0	2.0	0.0	15.0	0.0	0.0	0.0	6.0
OTU689	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
OTU69	5.0	3.0	1.0	0.0	0.0	2.0	7.0	5.0	2.0	0.0	4.0	0.0
OTU690	1.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0
OTU691	0.0	0.0	2.0	0.0	0.0	0.0	444.0	0.0	0.0	0.0	0.0	0.0
OTU692	5.0	67.0	5.0	12.0	8.0	96.0	39.0	57.0	19.0	8.0	1.0	277.0
OTU693	4.0	26.0	2.0	7.0	1.0	85.0	19.0	70.0	3.0	11.0	2.0	65.0
OTU694	0.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	10.0
OTU695	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0
OTU696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	4.0	1.0
OTU697	0.0	0.0	1.0	13.0	32.0	0.0	0.0	12.0	5.0	32.0	0.0	0.0
OTU698	1.0	0.0	0.0	1.0	0.0	6.0	0.0	7.0	2.0	0.0	2.0	0.0
OTU699	9.0	0.0	9.0	0.0	5.0	4.0	6.0	3.0	2.0	2.0	1.0	1.0
OTU7	1.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	3.0
OTU70	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU700	0.0	4.0	0.0	26.0	32.0	34.0	6.0	0.0	0.0	0.0	0.0	3.0
OTU701	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU702	0.0	0.0	0.0	0.0	26.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0
OTU703	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0
OTU704	7.0	8.0	10.0	0.0	1.0	4.0	0.0	15.0	1.0	24.0	1.0	47.0
OTU705	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU706	0.0	0.0	7.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	17.0
OTU707	0.0	0.0	0.0	5.0	6.0	14.0	8.0	4.0	1.0	1.0	0.0	1.0
OTU708	7.0	13.0	6.0	1.0	0.0	2.0	11.0	6.0	1.0	0.0	0.0	4.0
OTU709	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	4.0
OTU71	2.0	1.0	4.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU710	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
OTU711	1.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
OTU712	0.0	0.0	7.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0
OTU713	0.0	1.0	7.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0
OTU714	0.0	2.0	2.0	2.0	3.0	4.0	0.0	0.0	3.0	2.0	0.0	10.0
OTU715	4.0	9.0	0.0	1.0	2.0	4.0	2.0	1.0	3.0	9.0	0.0	15.0
OTU716	0.0	0.0	1.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0
OTU717	0.0	0.0	0.0	97.0	26.0	417.0	0.0	580.0	47.0	450.0	22.0	0.0
OTU718	1.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0
OTU719	0.0	4.0	0.0	4.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
OTU72	2.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0	50.0	11.0	1.0	0.0
OTU720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
OTU721	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	16.0
OTU722	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU723	9.0	1.0	4.0	1.0	2.0	2.0	0.0	5.0	6.0	4.0	1.0	0.0
OTU724	1.0	54.0	2.0	31.0	11.0	121.0	125.0	34.0	33.0	12.0	3.0	279.0
OTU725	0.0	0.0	1.0	5.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	34.0
OTU726	2.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0
OTU727	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	5.0	0.0	0.0	1.0
OTU728	10.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	4.0	0.0	3.0	3.0
OTU729	0.0	2.0	2.0	2.0	1.0	1.0	3.0	0.0	12.0	0.0	0.0	0.0
OTU73	1.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0
OTU730	26.0	50.0	2.0	2.0	0.0	9.0	20.0	2.0	4.0	2.0	1.0	2.0
OTU731	89.0	290.0	68.0	143.0	12.0	445.0	156.0	239.0	260.0	290.0	51.0	382.0
OTU732	8.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
OTU733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
OTU734	1.0	2.0	5.0	1.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	17.0
OTU735	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
OTU736	18.0	6.0	0.0	7.0	5.0	0.0	1.0	1.0	0.0	19.0	0.0	0.0
OTU737	12.0	4.0	463.0	12.0	3.0	1.0	28.0	177.0	22.0	15.0	0.0	3.0
OTU738	0.0	0.0	3.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU739	12.0	9.0	2.0	2.0	7.0	6.0	1.0	6.0	1.0	5.0	1.0	15.0
OTU74	3.0	0.0	0.0	0.0	5.0	1.0	0.0	4.0	0.0	2.0	0.0	0.0
OTU740	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
OTU741	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
OTU742	6.0	39.0	7.0	38.0	7.0	130.0	24.0	92.0	17.0	18.0	5.0	121.0
OTU743	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0	1.0	2.0	0.0
OTU744	1.0	1.0	61.0	35.0	28.0	138.0	179.0	151.0	0.0	62.0	0.0	3860.0
OTU745	0.0	1.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	8.0
OTU746	2.0	30.0	8.0	6.0	0.0	13.0	21.0	126.0	9.0	13.0	0.0	31.0
OTU747	0.0	1.0	4.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
OTU748	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU749	1.0	2.0	0.0	9.0	0.0	105.0	53.0	1.0	0.0	31.0	0.0	9.0
OTU75	2.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0
OTU750	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
OTU752	2.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0
OTU753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
OTU754	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0
OTU755	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU756	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0
OTU758	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0
OTU759	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0
OTU76	0.0	0.0	0.0	3.0	0.0	5.0	27.0	1.0	0.0	0.0	0.0	0.0
OTU760	0.0	0.0	11.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
OTU761	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	2.0
OTU762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0
OTU763	0.0	0.0	1.0	0.0	1.0	0.0	5.0	1.0	0.0	0.0	0.0	3.0
OTU764	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	2.0	1.0	3.0	3.0
OTU765	36.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
OTU766	0.0	1.0	9.0	25.0	12.0	11.0	3.0	2.0	1.0	1.0	0.0	3.0
OTU767	0.0	1.0	2.0	5.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	3.0
OTU768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0
OTU769	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
OTU77	0.0	19.0	0.0	1.0	0.0	0.0	22.0	0.0	1.0	11.0	0.0	0.0
OTU770	1.0	4.0	5.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU771	12.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	25.0
OTU772	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	1.0	0.0	0.0	3.0
OTU773	0.0	0.0	4.0	0.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	14.0
OTU774	0.0	2.0	88.0	0.0	34.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0
OTU775	12.0	5.0	14.0	23.0	35.0	21.0	6.0	33.0	26.0	27.0	30.0	5.0
OTU776	3.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
OTU777	21.0	4.0	0.0	8.0	7.0	2.0	0.0	6.0	0.0	6.0	0.0	0.0
OTU778	0.0	0.0	0.0	22.0	15.0	16.0	3.0	7.0	0.0	0.0	0.0	33.0
OTU779	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0
OTU78	23.0	33.0	11.0	7.0	9.0	37.0	18.0	3.0	4.0	9.0	4.0	87.0
OTU780	2.0	2.0	4.0	5.0	4.0	16.0	14.0	3.0	0.0	31.0	0.0	341.0
OTU781	22.0	2.0	12.0	5.0	5.0	5.0	2.0	7.0	18.0	12.0	11.0	8.0
OTU782	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0
OTU783	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0
OTU784	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU785	0.0	2.0	0.0	0.0	6.0	0.0	0.0	1.0	1.0	0.0	1.0	6.0
OTU786	0.0	2.0	0.0	1.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0
OTU787	0.0	1.0	2.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU788	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	10.0
OTU789	0.0	0.0	0.0	31.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU79	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0
OTU790	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0
OTU791	0.0	3.0	1.0	5.0	0.0	3.0	3.0	2.0	1.0	2.0	0.0	8.0
OTU792	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU793	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU794	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
OTU795	0.0	0.0	0.0	4.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0
OTU796	0.0	1.0	0.0	1.0	1.0	2.0	14.0	0.0	0.0	1.0	0.0	1.0
OTU797	0.0	0.0	63.0	60.0	29.0	43.0	72.0	68.0	11.0	15.0	2.0	12.0
OTU798	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU799	2.0	11.0	0.0	0.0	0.0	4.0	7.0	0.0	1.0	0.0	0.0	4.0
OTU8	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU80	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0
OTU800	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
OTU801	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0
OTU802	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU803	0.0	4.0	4.0	0.0	1.0	0.0	0.0	10.0	2.0	1.0	0.0	0.0
OTU804	0.0	0.0	2.0	1.0	0.0	23.0	4.0	0.0	0.0	12.0	0.0	19.0
OTU805	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU806	16.0	4.0	135.0	3.0	9.0	13.0	4.0	0.0	12.0	8.0	5.0	8.0
OTU807	0.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	3.0
OTU808	0.0	0.0	1.0	0.0	2.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0
OTU809	2.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU81	0.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU810	301.0	380.0	87.0	55.0	136.0	23.0	9.0	126.0	1257.0	25.0	10.0	219.0
OTU811	3.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0
OTU812	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU813	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU814	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	17.0
OTU815	2.0	1.0	0.0	2.0	1.0	2.0	5.0	1.0	1.0	1.0	0.0	2.0
OTU816	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU817	0.0	2.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0
OTU818	22.0	5.0	22.0	9.0	59.0	4.0	6.0	3.0	6.0	6.0	2.0	0.0
OTU819	0.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
OTU82	0.0	1.0	0.0	1.0	3.0	19.0	72.0	5.0	1.0	21.0	0.0	39.0
OTU820	0.0	0.0	5.0	0.0	0.0	2.0	0.0	2.0	0.0	6.0	0.0	0.0
OTU821	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0
OTU822	0.0	0.0	0.0	0.0	4.0	0.0	15.0	1.0	1.0	0.0	0.0	0.0
OTU823	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU824	4.0	20.0	7.0	5.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU825	4.0	10.0	0.0	6.0	0.0	1.0	22.0	1.0	0.0	1.0	0.0	23.0
OTU826	0.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0
OTU827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU828	0.0	0.0	0.0	2.0	14.0	49.0	0.0	0.0	0.0	0.0	0.0	26.0
OTU829	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU83	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU830	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
OTU831	2.0	3.0	5.0	0.0	3.0	0.0	2.0	3.0	2.0	17.0	0.0	0.0
OTU832	0.0	0.0	14.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	12.0
OTU833	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU834	0.0	0.0	8.0	1.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	1.0
